"","thomas_num","thomas_name","icpsr","congress","year","st_name","cd","dem","majority","elected","female","afam","latino","votepct","votepct_sq","dwnom1","meddist","majdist","deleg_size","speaker","chair","subchr","power","budget","seniority","sensq","state_leg","state_leg_prof","maj_leader","min_leader","south","south_dem","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","all_bills","all_aic","all_abc","all_pass","all_law","les","leslag"
"407","406","Vander Veen, Richard","14074","93","1973","MI","5","1","1","1974","0","0","0","","","-0.347000003","0.300000012","0.027500004","19","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","27","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0.149883851",""
"408","407","Vanik, Charles","9623","93","1973","OH","22","1","1","1954","0","0","0","64","4096","-0.388999999","0.342000008","0.069499999","23","0","0","0","1","0","10","100","1","0.354999989","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0.341114968",""
"409","408","Veysey, Victor","13046","93","1973","CA","43","0","0","1970","0","0","0","63","3969","0.252000004","0.298999995","0.571500003","43","0","0","0","1","0","2","4","1","0.526000023","0","0","0","0","0","0","0","0","0","46","0","0","0","0","5","0","0","0","0","51","0","0","0","0","0.242915213",""
"410","409","Vigorito, Joseph","10778","93","1973","PA","24","1","1","1964","0","0","0","69","4761","-0.331999987","0.284999996","0.012499987","25","0","0","1","0","0","5","25","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0.072357722",""
"411","410","Waggoner, Joe","10567","93","1973","LA","4","1","1","1961","0","0","0","100","10000","0.101000004","0.148000002","0.42050001","8","0","0","0","1","0","7","49","0","0","0","0","1","1","2","1","1","1","1","41","2","2","1","1","1","0","0","0","0","44","3","3","2","2","1.810020924",""
"412","411","Waldie, Jerome","10793","93","1973","CA","14","1","1","1966","0","0","0","78","6084","-0.675000012","0.628000021","0.355500013","43","0","0","1","0","0","4","16","1","0.526000023","0","0","0","0","5","3","3","3","2","116","4","4","4","2","8","0","0","0","0","129","7","7","7","4","4.597955227",""
"413","412","Walsh, William","14061","93","1973","NY","33","0","0","1972","0","0","0","71","5041","0.059999999","0.107000001","0.379500002","39","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","29","0","0","0","0","6","0","0","0","0","36","0","0","0","0","0.166422769",""
"414","413","Wampler, William","9802","93","1973","VA","9","0","0","1966","0","0","0","72","5184","0.151999995","0.199000001","0.471500009","10","0","0","0","0","0","4","16","0","0","0","0","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0.072357722",""
"415","414","Ware, John","12048","93","1973","PA","5","0","0","1970","0","0","0","65","4225","0.308999985","0.355999976","0.628499985","25","0","0","0","0","0","2","4","1","0.344999999","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0.010336817",""
"416","415","Whalen, Charles","11054","93","1973","OH","3","0","0","1966","0","0","0","76","5776","-0.194999993","0.147999987","0.124500006","23","0","0","0","0","0","4","16","1","0.354999989","0","0","0","0","1","0","0","0","0","30","1","1","1","0","0","0","0","0","0","31","1","1","1","0","0.455465794",""
"417","416","White, Richard","10783","93","1973","TX","16","1","1","1964","0","0","0","100","10000","-0.093999997","0.046999998","0.225500003","24","0","0","1","0","0","5","25","1","0.191","0","0","1","1","0","0","0","0","0","53","2","2","2","0","3","0","0","0","0","56","2","2","2","0","0.857180119",""
"418","417","Whitehurst, G.","12033","93","1973","VA","2","0","0","1968","0","0","0","73","5329","0.209999993","0.256999999","0.529500008","10","0","0","0","0","0","3","9","0","0","0","0","1","0","0","0","0","0","0","57","0","0","0","0","1","0","0","0","0","58","0","0","0","0","0.295632988",""
"419","418","Whitten, Jamie","10075","93","1973","MS","1","1","1","1941","0","0","0","100","10000","-0.147","0.100000001","0.172499999","5","0","0","1","1","1","17","289","1","0.185000002","0","0","1","1","3","3","3","3","2","23","0","0","0","0","1","0","0","0","0","27","3","3","3","2","2.583177328",""
"420","419","Widnall, William","10091","93","1973","NJ","7","0","0","1950","0","0","0","58","3364","0.079999998","0.127000004","0.399500012","15","0","0","0","0","0","12","144","1","0.174999997","0","0","0","0","2","0","0","0","0","18","0","0","0","0","5","0","0","0","0","25","0","0","0","0","0.118873402",""
"421","420","Wiggins, Charles","11055","93","1973","CA","25","0","0","1966","0","0","0","65","4225","0.333000004","0.379999995","0.652500033","43","0","0","0","0","0","4","16","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","1","0","0","0","0","21","0","0","0","0","0.104401857",""
"422","421","Williams, Lawrence","11056","93","1973","PA","7","0","0","1966","0","0","0","61","3721","0.206","0.252999991","0.5255","25","0","0","0","0","0","4","16","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","2","0","0","0","0","20","0","0","0","0","0.095098719",""
"423","422","Wilson, Charles","14062","93","1973","TX","2","1","1","1972","0","0","0","74","5476","-0.210999995","0.16399999","0.108500004","24","0","0","0","0","0","1","1","1","0.191","0","0","1","1","3","3","3","1","1","69","1","1","1","1","3","0","0","0","0","75","4","4","2","2","2.529127836",""
"424","423","Wilson, Robert","10249","93","1973","CA","40","0","0","1952","0","0","0","68","4624","0.224999994","0.271999985","0.544499993","43","0","0","0","0","0","11","121","0","0","0","0","0","0","0","0","0","0","0","69","0","1","1","0","10","0","0","0","0","79","0","1","1","0","0.561703861",""
"425","424","Winn, Larry","11057","93","1973","KS","3","0","0","1966","0","0","0","71","5041","0.240999997","0.287999988","0.560500026","5","0","0","0","0","0","4","16","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","4","1","1","1","0","34","1","1","1","0","0.217202336",""
"426","425","Wolff, Lester","10784","93","1973","NY","6","1","1","1964","0","0","0","52","2704","-0.273000002","0.225999996","0.046499997","39","0","0","0","0","0","5","25","0","0","0","0","0","0","0","0","0","0","0","81","0","0","0","0","0","0","0","0","0","81","0","0","0","0","0.41864112",""
"427","426","Won Pat, Antonio","","93","1973","GU","1","","0","1972","0","0","0","","","","","","1","0","0","0","0","0","1","1","0","","0","0","0","0","0","0","0","0","0","19","4","4","4","3","0","0","0","0","0","19","4","4","4","3","1.777356267",""
"428","427","Wright, James","10391","93","1973","TX","12","1","1","1954","0","0","0","100","10000","-0.351999998","0.305000007","0.032499999","24","0","0","1","0","1","10","100","1","0.191","0","0","1","1","2","1","1","1","0","20","0","0","0","0","6","1","1","1","1","28","2","2","2","1","0.803002656",""
"429","428","Wyatt, Wendell","10785","93","1973","OR","1","0","0","1964","0","0","0","69","4761","0.061000001","0.108000003","0.380499989","4","0","0","0","1","0","5","25","0","0","0","0","0","0","2","2","2","2","1","32","0","0","0","0","5","0","0","0","0","39","2","2","2","1","1.697437644",""
"430","429","Wydler, John","10638","93","1973","NY","5","0","0","1962","0","0","0","62","3844","0.259000003","0.305999994","0.578500032","39","0","0","0","0","0","6","36","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0.082694538",""
"431","430","Wylie, Chalmers","11058","93","1973","OH","15","0","0","1966","0","0","0","66","4356","0.218999997","0.266000003","0.538500011","23","0","0","0","0","0","4","16","1","0.354999989","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0.087862954",""
"432","431","Wyman, Louis","10639","93","1973","NH","1","0","0","1962","0","0","0","73","5329","0.244000003","0.291000009","0.563499987","2","0","0","0","1","0","6","36","0","0","0","0","0","0","0","0","0","0","0","55","1","1","1","1","4","1","1","1","1","59","2","2","2","2","0.844029129",""
"433","432","Yates, Sidney","10421","93","1973","IL","9","1","1","1964","0","0","0","68","4624","-0.515999973","0.468999982","0.196499974","24","0","0","0","1","0","5","25","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0.103368178",""
"434","433","Yatron, Gus","12035","93","1973","PA","6","1","1","1968","0","0","0","64","4096","-0.195999995","0.148999989","0.123500004","25","0","0","0","0","0","3","9","1","0.344999999","0","0","0","0","0","0","0","0","0","64","0","0","0","0","2","1","1","1","1","66","1","1","1","1","0.425450832",""
"435","434","Young, Edward","14065","93","1973","SC","6","0","0","1972","0","0","0","54","2916","0.34799999","0.394999981","0.667500019","6","0","0","0","0","0","1","1","1","0.280999988","0","0","1","0","0","0","0","0","0","21","3","4","4","4","0","0","0","0","0","21","3","4","4","4","1.865312934",""
"436","435","Young, Don","14066","93","1973","AK","1","0","0","1973","0","0","0","","","0.145999998","0.193000004","0.465499997","1","0","0","0","0","0","1","1","1","0.319999993","0","0","0","0","0","0","0","0","0","28","3","3","2","1","2","1","1","1","1","30","4","4","3","2","1.179820538",""
"437","436","Young, Samuel","14064","93","1973","IL","10","0","0","1972","0","0","0","52","2704","0.229000002","0.275999993","0.548500001","24","0","0","0","0","0","1","1","1","0.344000012","0","0","0","0","0","0","0","0","0","45","1","1","1","0","5","0","0","0","0","50","1","1","1","0","0.527823508",""
"438","437","Young, Andrew","14063","93","1973","GA","5","1","1","1972","0","1","0","53","2809","-0.59799999","0.550999999","0.278499991","10","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","11","0","0","0","0","1","0","0","0","0","13","1","1","1","1","0.994276166",""
"439","438","Young, C.W.","13047","93","1973","FL","6","0","0","1970","0","0","0","76","5776","0.289999992","0.336999983","0.609499991","15","0","0","0","1","0","2","4","1","0.224000007","0","0","1","0","0","0","0","0","0","55","0","0","0","0","6","2","2","2","2","61","2","2","2","2","0.475675195",""
"440","439","Young, John","10446","93","1973","TX","14","1","1","1956","0","0","0","100","10000","-0.244000003","0.196999997","0.075499997","24","0","0","0","1","0","9","81","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","2","2","2","2","2","3","2","2","2","2","0.192446396",""
"441","440","Zablocki, Clement","10463","93","1973","WI","4","1","1","1948","0","0","0","76","5776","-0.337000012","0.290000021","0.017500013","9","0","0","1","0","0","13","169","1","0.248999998","0","0","0","0","1","0","0","0","0","6","0","0","0","0","2","0","0","0","0","9","0","0","0","0","0.043414634",""
"442","441","Zion, Roger","11059","93","1973","IN","8","0","0","1966","0","0","0","63","3969","0.300999999","0.34799999","0.620500028","11","0","0","0","0","0","4","16","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0.020673634",""
"443","442","Zwach, John","11060","93","1973","MN","6","0","0","1966","0","0","0","51","2601","0.165999994","0.213","0.485500008","8","0","0","1","0","0","4","16","1","0.210999995","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0.284262478",""
"444","443","de Lugo, Ron","","93","1973","VI","1","","0","","0","0","1","","","","","","1","0","0","0","0","0","","","1","","0","0","0","0","0","0","0","0","0","14","2","2","2","2","0","0","0","0","0","14","2","2","2","2","0.998410881",""
"445","444","de la Garza, E.","10716","93","1973","TX","15","1","1","1964","0","0","1","100","10000","-0.174999997","0.127999991","0.144500002","24","0","0","1","0","0","5","25","1","0.191","0","0","1","1","0","0","0","0","0","36","0","0","0","0","2","0","0","0","0","38","0","0","0","0","0.188130081",""
"446","445","du Pont, Pierre","13014","93","1973","DE","1","0","0","1970","0","0","0","63","3969","0.128999993","0.175999999","0.448500007","1","0","0","0","0","0","2","4","1","0.179000005","0","0","0","0","0","0","0","0","0","28","0","0","0","0","2","0","0","0","0","30","0","0","0","0","0.146782815",""
"447","446","Abdnor, James","14000","94","1975","SD","2","0","0","1972","0","0","0","68","4624","0.228","0.411000013","0.541000009","2","0","0","0","0","0","2","4","1","0.104000002","0","0","0","0","0","0","0","0","0","32","0","0","0","0","2","0","0","0","0","34","0","0","0","0","0.18572849","0.109570265"
"448","447","Abzug, Bella","13001","94","1975","NY","20","1","1","1970","1","0","0","79","6241","-0.686999977","0.503999949","0.373999983","39","0","0","1","0","0","3","9","0","0","0","0","0","0","4","2","2","2","1","124","0","0","0","0","1","0","0","0","0","129","2","2","2","1","2.130091906","0.762431085"
"449","448","Adams, Brock","10700","94","1975","WA","7","1","1","1964","0","0","0","71","5041","-0.361999989","0.17899999","0.048999988","7","0","1","0","0","1","6","36","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","3","1","1","1","1","9","1","1","1","1","0.122989751","1.236478448"
"450","449","Addabbo, Joseph","10500","94","1975","NY","7","1","1","1960","0","0","0","100","10000","-0.421999991","0.238999993","0.10899999","39","0","0","1","1","0","8","64","0","0","0","0","0","0","0","0","0","0","0","32","1","1","1","0","4","0","0","0","0","36","1","1","1","0","0.44837752","0.15505226"
"451","450","Albert, Carl","","94","1975","OK","3","","0","1946","0","0","0","100","10000","","","","6","1","0","0","0","0","15","225","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"452","451","Alexander, Bill","12000","94","1975","AR","1","1","1","1968","0","0","0","91","8281","-0.30399999","0.120999992","0.00900001","4","0","0","0","1","0","4","16","0","0","0","0","1","1","0","0","0","0","0","35","0","0","0","0","1","0","0","0","0","36","0","0","0","0","0.201779097","1.875050545"
"453","452","Allen, Clifford","14286","94","1975","TN","5","1","1","1975","0","0","0","","","-0.236000001","0.053000003","0.077","8","0","0","0","0","0","1","1","1","0.149000004","0","0","1","1","0","0","0","0","0","10","0","0","0","0","3","0","0","0","0","13","0","0","0","0","0.060763024",""
"454","453","Ambro, Jerome","14200","94","1975","NY","3","1","1","1974","0","0","0","52","2704","-0.185000002","0.002000002","0.127999991","39","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","2","1","1","1","0","14","1","1","1","0","0.123152494",""
"455","454","Anderson, Glenn","12001","94","1975","CA","32","1","1","1968","0","0","0","88","7744","-0.284000009","0.101000011","0.02899999","43","0","0","1","0","0","4","16","1","0.526000023","0","0","0","0","2","2","2","2","0","73","3","3","3","2","3","0","0","0","0","78","5","5","5","2","2.59817338","0.446550518"
"456","455","Anderson, John","10501","94","1975","IL","16","0","0","1960","0","0","0","55","3025","0.059999999","0.243000001","0.372999996","24","0","0","0","1","0","8","64","0","0","0","1","0","0","1","0","0","0","0","27","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0.166238457","0.289430887"
"457","456","Andrews, Mark","10569","94","1975","ND","1","0","0","1963","0","0","0","56","3136","0.103","0.286000013","0.416000009","1","0","0","0","1","0","7","49","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","1","1","1","1","0","32","1","1","1","0","0.230920881","0.106469221"
"458","457","Andrews, Ike","14001","94","1975","NC","4","1","1","1972","0","0","0","65","4225","-0.118000001","0.064999998","0.194999993","11","0","0","0","0","0","2","4","1","0.189999998","0","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0.045858886","0.087862954"
"459","458","Annunzio, Frank","10703","94","1975","IL","11","1","1","1964","0","0","0","72","5184","-0.393000007","0.210000008","0.080000006","24","0","0","1","0","0","6","36","0","0","0","0","0","0","5","4","5","5","3","51","1","2","2","2","5","0","1","1","0","61","5","8","8","5","4.581917763","0.627664626"
"460","459","Archer, Bill","13002","94","1975","TX","7","0","0","1970","0","0","0","79","6241","0.469999999","0.652999997","0.782999992","24","0","0","0","1","0","3","9","1","0.191","0","0","1","0","0","0","0","0","0","53","0","0","0","0","0","0","0","0","0","53","0","0","0","0","0.303815126","0.180894315"
"461","460","Armstrong, William","14002","94","1975","CO","5","0","0","1972","0","0","0","58","3364","0.441000015","0.624000013","0.754000008","5","0","0","0","1","0","2","4","1","0.284000009","0","0","0","0","0","0","0","0","0","19","0","0","0","0","2","0","0","0","0","21","0","0","0","0","0.111207798","0.137053624"
"462","461","Ashbrook, John","10502","94","1975","OH","17","0","0","1960","0","0","0","53","2809","0.592999995","0.776000023","0.906000018","23","0","0","0","0","0","8","64","1","0.354999989","0","0","0","0","0","0","0","0","0","51","0","0","0","0","2","0","0","0","0","53","0","0","0","0","0.294643342","0.171591178"
"463","462","Ashley, Thomas","267","94","1975","OH","9","1","1","1954","0","0","0","53","2809","-0.328000009","0.145000011","0.015000009","23","0","0","1","0","1","11","121","0","0","0","0","0","0","6","5","5","5","2","52","1","2","1","1","1","0","0","0","0","59","6","7","6","3","4.140556335","3.763123989"
"464","463","Aspin, Les","13003","94","1975","WI","1","1","1","1970","0","0","0","70","4900","-0.368000001","0.185000002","0.055","9","0","0","0","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0","2","0","0","0","0","63","0","0","0","0","0.351966947","0.472392559"
"465","464","AuCoin, Les","14201","94","1975","OR","1","1","1","1974","0","0","0","56","3136","-0.156000003","0.026999997","0.15699999","4","0","0","0","0","0","1","1","1","0.232999995","0","0","0","0","0","0","0","0","0","25","0","0","0","0","4","1","1","1","0","29","1","1","1","0","0.199966133",""
"466","465","Badillo, Herman","13004","94","1975","NY","21","1","1","1970","0","0","1","97","9409","-0.619000018","0.436000019","0.306000024","39","0","0","0","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","1","0","0","0","0","26","0","0","0","0","0.144455492","0.212938443"
"467","466","Bafalis, L.","14003","94","1975","FL","10","0","0","1972","0","0","0","74","5476","0.293000013","0.476000011","0.606000006","15","0","0","0","1","0","2","4","1","0.224000007","0","0","1","0","0","0","0","0","0","9","0","0","0","0","1","0","0","0","0","10","0","0","0","0","0.05273772","0.051684089"
"468","467","Baldus, Alvin","14202","94","1975","WI","3","1","1","1974","0","0","0","52","2704","-0.375999987","0.192999989","0.062999986","9","0","0","0","0","0","1","1","1","0.248999998","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0.08025305",""
"469","468","Barrett, William","465","94","1975","PA","1","1","1","1948","0","0","0","77","5929","-0.481999993","0.298999995","0.169","25","0","0","1","0","0","14","196","0","0","0","0","0","0","4","3","3","3","0","14","0","0","0","0","0","0","0","0","0","18","3","3","3","0","1.688248515","1.654023051"
"470","469","Baucus, Max","14203","94","1975","MT","1","1","1","1974","0","0","0","55","3025","-0.261000007","0.078000009","0.051999994","2","0","0","0","1","0","1","1","1","0.114","0","0","0","0","0","0","0","0","0","34","0","0","0","0","1","1","1","1","1","35","1","1","1","1","0.281202912",""
"471","470","Bauman, Robert","14069","94","1975","MD","1","0","0","1973","0","0","0","53","2809","0.500999987","0.684000015","0.81400001","8","0","0","0","0","0","2","4","1","0.252000004","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0.08025305","0.062020905"
"472","471","Beard, Edward","14204","94","1975","RI","2","1","1","1974","0","0","0","78","6084","-0.282000005","0.099000007","0.030999994","2","0","0","0","0","0","1","1","1","0.142000005","0","0","0","0","0","0","0","0","0","30","0","0","0","0","1","1","1","1","1","31","1","1","1","1","0.258273453",""
"473","472","Beard, Robin","14004","94","1975","TN","6","0","0","1972","0","0","0","57","3249","0.351000011","0.534000039","0.664000034","8","0","0","0","0","0","2","4","0","0","0","0","1","0","0","0","0","0","0","25","1","2","2","1","0","0","0","0","0","25","1","2","2","1","0.744061351","0.04754936"
"474","473","Bedell, Berkley","14205","94","1975","IA","6","1","1","1974","0","0","0","55","3025","-0.230000004","0.047000006","0.082999997","6","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","41","2","2","1","1","1","0","0","0","0","42","2","2","1","1","0.828836501",""
"475","474","Bell, Alphonzo","10505","94","1975","CA","27","0","0","1960","0","0","0","64","4096","0.182999998","0.365999997","0.495999992","43","0","0","0","0","0","8","64","0","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","6","2","2","2","2","45","2","2","2","2","0.40075323","0.232831672"
"476","475","Benitez, Jamie","","94","1975","PR","1","","0","","0","0","1","","","","","","1","0","0","0","0","0","","","0","","0","0","0","0","0","0","0","0","0","10","0","0","0","0","3","0","0","0","0","13","0","0","0","0","0.060763024",""
"477","476","Bennett, Charles","633","94","1975","FL","3","1","1","1948","0","0","0","100","10000","-0.064000003","0.118999995","0.248999998","15","0","0","1","0","0","14","196","1","0.224000007","0","0","1","1","1","1","1","0","0","59","0","0","0","0","3","1","1","1","1","63","2","2","1","1","0.772034407","0.726484895"
"478","477","Bergland, Bob","13007","94","1975","MN","7","1","1","1970","0","0","0","75","5625","-0.358999997","0.175999999","0.045999996","8","0","0","1","0","0","3","9","0","0","0","0","0","0","2","2","2","2","2","21","3","3","2","2","4","1","1","1","1","27","6","6","5","5","2.954618454","0.125075489"
"479","478","Bevill, Tom","11000","94","1975","AL","4","1","1","1966","0","0","0","100","10000","-0.134000003","0.048999995","0.17899999","7","0","0","0","1","0","5","25","1","0.085000001","0","0","1","1","0","0","0","0","0","11","0","0","0","0","1","0","0","0","0","12","0","0","0","0","0.064202443","0.176333532"
"480","479","Biaggi, Mario","12003","94","1975","NY","10","1","1","1968","0","0","0","82","6724","-0.314999998","0.131999999","0.001999998","39","0","0","1","0","0","4","16","0","0","0","0","0","0","0","0","0","0","0","72","2","2","2","2","7","0","1","1","1","79","2","3","3","3","1.340396166","0.904045522"
"481","480","Biester, Edward","11001","94","1975","PA","8","0","0","1966","0","0","0","56","3136","-0.063000001","0.119999997","0.25","25","0","0","0","0","0","5","25","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","1","0","0","0","0","20","0","0","0","0","0.110061325","0.114738673"
"482","481","Bingham, Jonathan","10705","94","1975","NY","22","1","1","1964","0","0","0","85","7225","-0.531000018","0.34800002","0.218000025","39","0","0","1","0","0","6","36","0","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","2","0","0","0","0","59","0","0","0","0","0.329037517","0.563356578"
"483","482","Blanchard, James","14206","94","1975","MI","18","1","1","1974","0","0","0","59","3481","-0.354999989","0.171999991","0.041999988","19","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","21","0","0","0","0","4","0","0","0","0","26","0","0","0","0","0.136430189",""
"484","483","Blouin, Michael","14207","94","1975","IA","2","1","1","1974","0","0","0","52","2704","-0.293000013","0.110000014","0.019999987","6","0","0","0","0","0","1","1","1","0.266000003","0","0","0","0","0","0","0","0","0","15","0","0","0","0","2","1","1","1","1","17","1","1","1","1","0.173434526",""
"485","484","Boggs, Corinne","14067","94","1975","LA","2","1","1","1973","1","0","0","82","6724","-0.298000008","0.11500001","0.014999992","8","0","0","0","0","0","2","4","0","0","0","0","1","1","0","0","0","0","0","7","0","1","1","0","5","1","1","1","0","12","1","2","2","0","0.272901595","0.138087317"
"486","485","Boland, Edward","830","94","1975","MA","2","1","1","1952","0","0","0","100","10000","-0.319000006","0.136000007","0.006000006","12","0","0","1","1","0","12","144","1","0.386000007","0","0","0","0","2","2","2","2","2","18","0","0","0","0","3","0","0","0","0","23","2","2","2","2","1.832674742","2.047472239"
"487","486","Bolling, Richard","835","94","1975","MO","5","1","1","1948","0","0","0","70","4900","-0.492000014","0.309000015","0.17900002","10","0","0","0","1","0","14","196","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0.017197082","0"
"488","487","Bonker, Don","14208","94","1975","WA","3","1","1","1974","0","0","0","62","3844","-0.326000005","0.143000007","0.013000005","7","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0.08025305",""
"489","488","Bowen, David","14005","94","1975","MS","2","1","1","1972","0","0","0","66","4356","-0.048999999","0.134000003","0.263999999","5","0","0","1","0","0","2","4","0","0","0","0","1","1","1","1","1","1","1","44","0","0","0","0","0","0","0","0","0","45","1","1","1","1","1.11525023","0.588102043"
"490","489","Brademas, John","948","94","1975","IN","3","1","1","1958","0","0","0","64","4096","-0.476000011","0.293000013","0.163000017","11","0","0","1","0","0","9","81","0","0","1","0","0","0","7","6","6","5","3","25","1","2","2","1","2","2","2","2","2","34","9","10","9","6","4.926794052","5.620785236"
"491","490","Breaux, John","13056","94","1975","LA","7","1","1","1972","0","0","0","89","7921","-0.068999998","0.114","0.244000003","8","0","0","0","0","0","2","4","0","0","0","0","1","1","1","0","0","0","0","30","0","0","0","0","3","0","0","0","0","34","0","0","0","0","0.186874956","1.163800001"
"492","491","Breckinridge, John","14006","94","1975","KY","6","1","1","1972","0","0","0","72","5184","-0.200000003","0.017000003","0.112999998","7","0","0","0","0","0","2","4","1","0.078000002","0","0","1","1","0","0","0","0","0","14","1","1","1","1","1","0","0","0","0","15","1","1","1","1","0.507180333","0.483700216"
"493","492","Brinkley, Jack","11005","94","1975","GA","3","1","1","1966","0","0","0","88","7744","-0.035","0.148000002","0.277999997","10","0","0","1","0","0","5","25","1","0.142000005","0","0","1","1","1","1","1","1","0","57","0","0","0","0","2","0","0","0","0","60","1","1","1","0","0.861214399","0.217073172"
"494","493","Brodhead, William","14209","94","1975","MI","17","1","1","1974","0","0","0","70","4900","-0.479000002","0.296000004","0.166000009","19","0","0","0","0","0","1","1","1","0.463","0","0","0","0","0","0","0","0","0","13","0","0","0","0","2","0","0","0","0","15","0","0","0","0","0.076813631",""
"495","494","Brooks, Jack","1077","94","1975","TX","9","1","1","1952","0","0","0","62","3844","-0.361999989","0.17899999","0.048999988","24","0","1","1","0","0","12","144","1","0.191","0","0","1","1","5","5","5","4","2","21","6","6","6","3","0","0","0","0","0","26","11","11","10","5","5.314426422","2.58659482"
"496","495","Broomfield, William","1087","94","1975","MI","19","0","0","1956","0","0","0","63","3969","0.209000006","0.39200002","0.522000015","19","0","0","0","0","0","10","100","1","0.463","0","0","0","0","0","0","0","0","0","64","0","0","0","0","2","0","0","0","0","66","0","0","0","0","0.36916402","0.209837392"
"497","496","Brown, Clarence","10786","94","1975","OH","7","0","0","1965","0","0","0","61","3721","0.284000009","0.467000008","0.597000003","23","0","0","0","0","0","6","36","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0.120379575","0.978265464"
"498","497","Brown, Gary","11006","94","1975","MI","3","0","0","1966","0","0","0","52","2704","0.25999999","0.442999989","0.573000014","19","0","0","0","0","0","5","25","1","0.463","0","0","0","0","2","0","0","0","0","17","0","0","0","0","1","0","0","0","0","20","0","0","0","0","0.121526048","0.089930311"
"499","498","Brown, George","10573","94","1975","CA","36","1","1","1972","0","0","0","63","3969","-0.529999971","0.346999973","0.216999978","43","0","0","1","0","0","2","4","1","0.526000023","0","0","0","0","3","2","2","1","0","31","0","0","0","0","2","0","0","0","0","36","2","2","1","0","1.068867326","0.338621587"
"500","499","Broyhill, James","10574","94","1975","NC","10","0","0","1962","0","0","0","54","2916","0.261999995","0.444999993","0.574999988","11","0","0","0","0","1","7","49","0","0","0","0","1","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0.217829704","0.186062723"
"501","500","Buchanan, John","10706","94","1975","AL","6","0","0","1964","0","0","0","58","3364","0.079999998","0.263000011","0.393000007","7","0","0","0","0","0","6","36","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","6","0","0","0","0","0.020636499","0.031010453"
"502","501","Burgener, Clair","14007","94","1975","CA","43","0","0","1972","0","0","0","60","3600","0.257999986","0.440999985","0.57099998","43","0","0","0","1","0","2","4","1","0.526000023","0","0","0","0","0","0","0","0","0","15","0","0","0","0","7","2","2","2","2","22","2","2","2","2","0.264323056","0.137053624"
"503","502","Burke, J.","11007","94","1975","FL","12","0","0","1966","0","0","0","51","2601","0.186000004","0.369000018","0.499000013","15","0","0","0","0","0","5","25","0","0","0","0","1","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0.108914852","0.320441335"
